FD graph,TPR Sensitivity,TNR Specificity,PPV Precision,NPV Negative Precision
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=200d=6.jpg,0.7604166666666666,0.4230769230769231,0.5488721804511278,0.6567164179104478
../../../Data/jpg/jpg_fd_files/Sparse/KK/n=200d=6.jpg,0.7555555555555555,0.4090909090909091,0.5112781954887218,0.6716417910447762
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=6.jpg,0.6666666666666666,0.34375,0.8421052631578947,0.16417910447761194
../../../Data/jpg/jpg_fd_files/Sparse/JIGGLE/n=200d=6.jpg,0.6741573033707865,0.4090909090909091,0.9022556390977443,0.13432835820895522
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=200d=8.jpg,0.6,0.6153846153846154,0.45652173913043476,0.7407407407407407
../../../Data/jpg/jpg_fd_files/Sparse/KK/n=200d=8.jpg,0.5697674418604651,0.6228070175438597,0.532608695652174,0.6574074074074074
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=8.jpg,0.5,0.6666666666666666,0.8260869565217391,0.2962962962962963
../../../Data/jpg/jpg_fd_files/Sparse/JIGGLE/n=200d=8.jpg,0.4878048780487805,0.6666666666666666,0.8695652173913043,0.2222222222222222
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=200d=10.jpg,0.5125,0.7833333333333333,0.6119402985074627,0.706766917293233
../../../Data/jpg/jpg_fd_files/Sparse/KK/n=200d=10.jpg,0.5409836065573771,0.7553956834532374,0.4925373134328358,0.7894736842105263
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=10.jpg,0.3819444444444444,0.7857142857142857,0.8208955223880597,0.3308270676691729
../../../Data/jpg/jpg_fd_files/Sparse/JIGGLE/n=200d=10.jpg,0.38271604938271603,0.868421052631579,0.9253731343283582,0.24812030075187969
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=200d=12.jpg,0.31868131868131866,0.7981651376146789,0.5686274509803921,0.5838926174496645
../../../Data/jpg/jpg_fd_files/Sparse/KK/n=200d=12.jpg,0.38571428571428573,0.8153846153846154,0.5294117647058824,0.7114093959731543
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=12.jpg,0.3,0.8,0.6470588235294118,0.48322147651006714
../../../Data/jpg/jpg_fd_files/Sparse/JIGGLE/n=200d=12.jpg,0.27741935483870966,0.8222222222222222,0.8431372549019608,0.2483221476510067
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=200d=15.jpg,0.31645569620253167,0.9504132231404959,0.8064516129032258,0.6804733727810651
../../../Data/jpg/jpg_fd_files/Sparse/KK/n=200d=15.jpg,0.30303030303030304,0.9900990099009901,0.967741935483871,0.591715976331361
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=15.jpg,0.226890756302521,0.9506172839506173,0.8709677419354839,0.4556213017751479
../../../Data/jpg/jpg_fd_files/Sparse/JIGGLE/n=200d=15.jpg,0.1712707182320442,1.0,1.0,0.11242603550295859
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=500d=6_35995.jpg,0.6852678571428571,0.11538461538461539,0.8696883852691218,0.04081632653061224
../../../Data/jpg/jpg_fd_files/Sparse/KK/n=500d=6_29163.jpg,0.7027649769585254,0.2727272727272727,0.8640226628895185,0.12244897959183673
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=500d=6_32813.jpg,0.7149122807017544,0.38636363636363635,0.9235127478753541,0.11564625850340136
../../../Data/jpg/jpg_fd_files/Sparse/JIGGLE/n=500d=6_28183.jpg,0.7108695652173913,0.35,0.9263456090651558,0.09523809523809523
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=500d=8_38402.jpg,0.5626535626535627,0.6021505376344086,0.8609022556390977,0.23931623931623933
../../../Data/jpg/jpg_fd_files/Sparse/KK/n=500d=8_28738.jpg,0.5444743935309974,0.5038759689922481,0.7593984962406015,0.2777777777777778
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=500d=8_35153.jpg,0.5605700712589073,0.620253164556962,0.8872180451127819,0.2094017094017094
../../../Data/jpg/jpg_fd_files/Sparse/JIGGLE/n=500d=8_35845.jpg,0.572463768115942,0.6627906976744186,0.8909774436090225,0.24358974358974358
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=500d=10_36630.jpg,0.38618925831202044,0.7339449541284404,0.8388888888888889,0.25
