,Degree,Nodes_Number,Average_CT,Average_CCL
0,8,200,0.0022468566894530834,0.0010114510854084835
1,8,500,0.009404142697652133,0.0036680698394774666
2,8,1000,0.03162237008412675,0.012866417566935169
3,8,2000,0.1576516230901082,0.13552268346150712
4,8,3000,2.462072809537252,0.3307848771413167
