,Degree,Nodes_Number,Average_CT,Average_CCL
0,15,200,0.001469612121582,0.0014116764068603002
1,15,500,0.017615636189778617,0.010477185249328584
2,15,1000,0.052733103434244755,0.02895613511403398
3,15,2000,0.3482643763224284,0.17717881997426346
4,15,3000,4.7400819063186646,0.4579044183095296
