,Degree,Nodes_Number,Average_CT,Average_CCL
0,12,200,0.0017862319946288499,0.0015112956364949166
1,12,500,0.012188871701558385,0.008367935816446884
2,12,1000,0.044012188911437954,0.025912245114644312
3,12,2000,0.18484389781951896,0.15379651387532547
4,12,3000,3.723444104194641,0.4448097546895345
