,Degree,Nodes_Number,Average_CT,Average_CCL
0,6,200,0.002687901258468575,0.0011036694049834624
1,6,500,0.006834656000137275,0.0040417611598968
2,6,1000,0.022892206907272297,0.012733638286590538
3,6,2000,0.17247426509857175,0.1362826526165008
4,6,3000,7.405661404132843,0.3268205523490906
