,Degree,Nodes_Number,Average_CT,Average_CCL
0,8,200,0.00182020664215085,0.0015847285588581998
1,8,500,0.007254203160603784,0.006646196047464967
2,8,1000,0.024880846341450966,0.019557277361551845
3,8,2000,0.12772397200266516,0.14103380839029947
4,8,3000,2.0355023940404258,0.4127109448115031
