,Degree,Nodes_Number,Average_CT,Average_CCL
0,10,200,0.002038717269897417,0.0009750922520954833
1,10,500,0.012291193008422832,0.0037931601206461166
2,10,1000,0.039509574572245236,0.01294632752736405
3,10,2000,0.1896984179814656,0.13481501738230386
4,10,3000,2.3220877647399902,0.3225209712982178
