,Degree,Nodes_Number,Average_CT,Average_CCL
0,15,200,0.0018440485000609833,0.0009694894154866
1,15,500,0.021969556808471635,0.003965536753336533
2,15,1000,0.06689814726511635,0.013322631518045998
3,15,2000,0.44102954864501953,0.1329330205917358
4,15,3000,5.735860308011373,0.32089730103810626
