,Degree,Nodes_Number,Average_CT,Average_CCL
0,12,200,0.0022238492965698,0.0010213454564412
1,12,500,0.015148838361104283,0.0040497779846191
2,12,1000,0.05527861913045245,0.013289650281270283
3,12,2000,0.23384102185567215,0.13540863990783691
4,12,3000,4.395957509676616,0.31870754559834796
