,Degree,Nodes_Number,Average_CT,Average_CCL
0,6,200,0.002261837323506617,0.0011015335718790166
1,6,500,0.006653428077697701,0.0041721661885578834
2,6,1000,0.02204199632008867,0.012783010800679485
3,6,2000,0.09748522440592444,0.13710927963256833
4,6,3000,1.2612760066986084,0.3280363877614339
