File Path,CT Time,CCL Time
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=6.jpg,0.0012979507446289062,0.0015168190002441406
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=500d=6_32813.jpg,0.003371000289916992,0.006368875503540039
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=1000d=6_7470.jpg,0.013802051544189453,0.019201993942260742
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=2000d=6_1799.jpg,0.08224201202392578,0.143218994140625
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=3000d=6_928.jpg,0.28978514671325684,0.3626277446746826
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=8.jpg,0.001817941665649414,0.0016219615936279297
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=500d=8_35153.jpg,0.004942178726196289,0.00569915771484375
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=1000d=8_6377.jpg,0.0178678035736084,0.017009258270263672
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=2000d=8_1813.jpg,0.10722804069519043,0.13484597206115723
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=3000d=8_845.jpg,0.5804698467254639,0.35553812980651855
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=10.jpg,0.0020589828491210938,0.0017278194427490234
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=500d=10_26232.jpg,0.006322145462036133,0.005692243576049805
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=1000d=10_7617.jpg,0.019150733947753906,0.017945051193237305
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=2000d=10_1785.jpg,0.09915304183959961,0.13812589645385742
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=3000d=10_833.jpg,0.5390491485595703,0.3491480350494385
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=12.jpg,0.0026330947875976562,0.002003908157348633
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=500d=12_31131.jpg,0.008973121643066406,0.006545066833496094
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=1000d=12_7393.jpg,0.03778791427612305,0.02289414405822754
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=2000d=12_1737.jpg,0.14121103286743164,0.1443948745727539
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=3000d=12_816.jpg,0.7595388889312744,0.3684959411621094
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=200d=15.jpg,0.002079010009765625,0.0016078948974609375
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=500d=15_30366.jpg,0.009983062744140625,0.0070819854736328125
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=1000d=15_7274.jpg,0.03119492530822754,0.021758079528808594
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=2000d=15_1826.jpg,0.14733004570007324,0.14642834663391113
../../../Data/jpg/jpg_fd_files/Sparse/FA2/n=3000d=15_874.jpg,0.7311828136444092,0.3663768768310547
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=200d=6.jpg,0.002405881881713867,0.001825094223022461
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=500d=6_35995.jpg,0.005064964294433594,0.006766080856323242
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=1000d=6_9596.jpg,0.021013975143432617,0.017673969268798828
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=2000d=6_2232.jpg,0.0754702091217041,0.12453198432922363
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=3000d=6_832.jpg,0.19963502883911133,0.2975912094116211
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=200d=8.jpg,0.002245187759399414,0.0018241405487060547
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=500d=8_38402.jpg,0.0065310001373291016,0.007381916046142578
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=1000d=8_9856.jpg,0.01993107795715332,0.017409086227416992
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=2000d=8_1789.jpg,0.10120534896850586,0.1333940029144287
../../../Data/jpg/jpg_fd_files/Sparse/FR/n=3000d=8_1028.jpg,0.2739830017089844,0.31668806076049805
