,Degree,Nodes_Number,Average_CT,Average_CCL
0,10,200,0.0016475121180215832,0.0014663537343342834
1,10,500,0.009700854619344017,0.0073141256968179994
2,10,1000,0.031202793121337835,0.022074619928995717
3,10,2000,0.14988748232523597,0.14712067445119217
4,10,3000,1.7935526371002197,0.4206015268961589
